Customer ID,Current Credit Balance,Monthly Debt,Years in current job,Years of Credit History,Number of Open Accounts,Maximum Open Credit,payhis,amtowed,lenofcrhis,newcred,Score,FICO Score
156251bf-1a50-4191-a534-cf494ca5e834,102182,7966.7,2,19.6,8,122738,256.22,120,109.7371702,73.3748061,599,Good
c61b9781-4d46-4377-9754-fb3f74b8e857,140657,11949.1,3,17.3,8,220066,274.92,135,107.2337339,73.3748061,627,Good
105613d7-c66d-4f59-b5f1-4890a78f6925,45714,44248.72,1,12.5,7,76274,256.56,120,117.7223934,72.62770071,607,Good
cb35242b-67de-44d8-bd3e-fe9673a96d84,299003,23333.52,10,11.1,15,676214,284.37,193,99.71718945,76.13741602,677,Good
5692ab47-ee47-41ac-910c-94ba222888df,411787,10723.6,8,20,11,654940,277.77,205,104.737686,74.92603791,683,Good
ec981bd1-dddb-4e42-b6e7-aa8d6d8db760,170221,11459.47,10,17,11,344586,277.53,130,93.73321597,74.92603791,614,Good
7929ebba-0d80-4adc-becd-726930d54d89,288154,28406.14,7,18.4,13,552398,287.89,195,109.7354863,75.61335193,691,Good
7689237c-a625-4fcd-a0f0-ac0934f95734,570646,20204.98,5,23.4,8,829048,274.04,151,116.2413492,73.3748061,648,Good
189b56c1-29ca-4f30-9de8-90d106aa183a,72865,11518.18,6,14.8,8,159808,278.4,122,107.2287634,73.3748061,620,Good
e94084d9-e10c-43d1-adda-554df5c77ec9,355186,25868.12,10,17.6,18,581724,289.81,212,117.7342339,76.72502062,715,Good
1923c539-7027-467c-aa90-903860343f07,306926,21190.32,3,14.7,14,625680,267,131,102.2285287,75.89194809,613,Good
ce5e6057-c768-41db-92a4-85d4c0665ae9,277837,19724.85,10,14.3,6,382976,285.74,146,133.2275565,71.69607095,671,Good
326522c6-9397-451b-b581-7aa4231a8730,183901,11949.1,10,16.5,8,242242,276.87,122,130.7323101,73.3748061,643,Good
908dc8c7-f92b-4eab-a5cb-85734dd5cec4,279281,15753.66,10,21,12,360118,283.25,133,130.2388883,75.29448983,659,Good
c4bba379-d76d-419b-b148-27a1430c1c1e,744287,26010.62,6,17.7,17,1050984,284.34,238,131.7343967,76.55000885,745,Good
ca3eac81-ebae-45bc-ad14-332ad1fc1e06,183673,22661.11,10,18.5,10,260634,290.34,141,133.2356351,74.49559327,674,Good
df38c47e-1142-4ea9-ad03-14d8404c7bab,133760,9265.54,4,18.9,8,278542,279.85,198,124.7362143,73.3748061,699,Good
9f5fe65f-77f1-4804-ad5d-9905d5ccd6f8,85918,3410.31,6,9.8,8,164428,262.73,131,125.7109861,73.3748061,631,Good
ad6d95c0-1e77-4508-bee1-9c3e5f6ecf80,80636,9856.82,7,28.4,12,202092,290.55,227,102.2451266,75.29448983,711,Good
e46c61e9-04ee-4858-af22-98ad6e20ea2f,55898,22917.23,10,18.7,11,115984,294.17,148,127.7359278,74.92603791,679,Good
0d5d08f7-5ad2-4c7b-ac18-ff947c7ef43e,145958,17434.21,2,21.8,11,253022,267.55,123,129.2397696,74.92603791,634,Good
13b1c48b-3f44-46e7-89e7-803ba5ac3ebf,140315,3030.31,1,12.9,8,221650,225.73,128,127.7236681,73.3748061,593,Good
1755b428-b33c-4a38-ae20-20ccf98f3a00,30818,4218,4,10.5,11,72534,281.15,200,132.7145225,74.92603791,712,Good
3be0fc17-b540-4a65-a35b-5314c3d0d7bc,205542,7263.13,10,20.1,5,248424,276.2,131,136.2378117,70.50611122,651,Good
b6f8cb9c-7a5b-4f01-be52-2b071d4c8710,115691,2898.45,5,12,8,370040,243.9,148,93.72067765,73.3748061,593,Good
54eb8012-c7cb-4495-a234-7e411841df48,83448,15300.7,2,15.7,15,291016,275.77,245,128.2307386,76.13741602,737,Good
b5557fc8-ba5f-4c47-918e-cd0d2d1bc6fe,96539,21344.6,2,21.5,15,294184,274.44,159,127.7394469,76.13741602,669,Good
1687ac6f-6001-4abd-bebc-20560ba6292b,26866,10926.9,4,10.8,11,250778,281.63,235,125.715894,74.92603791,732,Good
3f1e9334-bb76-42b7-a493-ed58ecf17822,86773,23989.21,9,27.2,9,410058,288.12,141,111.744348,73.98631574,651,Good
f1f6c13b-89e1-4840-91a6-3ce4766e0510,1317175,20120.24,10,28.5,15,1841972,297.47,255,135.7451884,76.13741602,774,Good
6094adf7-95b8-4c6e-bdd9-6ab6c7e0b171,178030,16152.47,10,19.1,9,264946,287.93,141,136.7364947,73.98631574,676,Good
af52d914-5eeb-4b0d-b053-d0aba03bf803,264537,20230.25,3,20.6,11,677644,275.31,193,132.7384216,74.92603791,700,Good
371d6b8c-5ec7-4e98-835e-3a2434859799,7087,25573.24,3,19.7,2,33242,269.94,120,129.2373012,64,623,Good
32b9f205-1f85-4fc9-ace0-8e0e52ee309d,350151,55460.05,10,21.3,22,630542,290.46,136,134.7392266,77.27775327,675,Good
bf3a2bd6-aa44-4a4b-9d91-6f6869867f9e,342399,20947.5,6,14.9,12,459404,276.29,126,137.7289949,75.29448983,653,Good
60baa9f5-b569-41b4-89a9-0328c9041575,94658,2122.11,1,32,3,193666,259.68,254,134.7471087,66.83990379,726,Good
63aa112e-a1d1-413c-bde2-7afb5159eba8,192774,5733.25,1,22,6,304106,250.14,187,136.7399798,71.69607095,671,Good
c14806b7-87c1-4999-8384-2b5b430384e0,184794,7677.33,8,15.2,11,413094,273.7,165,134.7296707,74.92603791,678,Good
b756ecd6-b445-4cfd-b975-682f2f97981d,132487,20789.23,4,13.6,10,442090,274.73,131,134.7257145,74.49559327,652,Good
ab919eea-4356-4e06-82e8-1fea1d3d1017,24928,23362.78,10,17,9,246774,288.26,126,129.733216,73.98631574,657,Good
951cd62f-4f61-459a-b8ec-6195d6c9f51c,78584,50185.46,2,16.5,10,275748,275.79,129,136.2323101,74.49559327,654,Good
b51f1b18-69b2-4bca-be21-da38fc468ac8,180272,19589.76,10,19.6,10,326656,285.05,127,137.2371702,74.49559327,663,Good
ca68f38c-e670-4f4e-8b5f-e675202c5378,175370,13273.59,1,22.4,11,369182,245.99,124,136.2403887,74.92603791,620,Good
43c2d684-5ce6-4e83-ab9d-7c0a4334233d,31483,1992.91,6,30.9,9,127424,259.84,130,119.2465525,73.98631574,621,Good
4f8808a7-c6db-4de2-b35d-0fdcfae4deef,185573,6010.84,6,21.1,6,232540,271.15,131,138.2390021,71.69607095,650,Good
8a7102fe-9db3-4520-8115-4a8001e1016f,171836,41294.41,3,17.8,9,511456,279.1,140,137.2345577,73.98631574,665,Good
47cd8d55-e550-4ed9-8d53-3b22b134dbd9,126521,17299.88,1,33.6,12,293590,256.51,126,135.2478521,75.29448983,632,Good
c6a22541-147f-44b1-968b-c42369a4101a,303316,24696.39,5,26.5,14,2115740,286.25,255,132.2438609,75.89194809,759,Good
3f1a4146-8636-439f-9854-042aeeebc944,108946,3127.21,10,15.6,7,390544,263.6,206,134.2305306,72.62770071,697,Good
49107c33-cfde-440a-b27d-19b490926b34,31863,16921.4,10,13.3,9,169246,282.91,121,136.2248644,73.98631574,654,Good
b8c0d53c-0466-4ad7-848a-be4a6b526b08,86640,4761.78,10,13,8,238854,272.13,147,136.7239743,73.3748061,663,Good
69d4439f-be50-4cf7-86e9-4bee9e5bfa97,204307,26682.08,8,17,13,438086,286.09,140,137.733216,75.61335193,675,Good
5dfcdbee-ff71-472d-ab7e-a00f573ed018,92739,7797.6,8,9.8,7,396242,265.29,135,136.7109861,72.62770071,646,Good
8c2523c9-8205-49ad-9a31-47fbf4d1b9cf,215080,19452.2,1,17,14,361988,260.46,189,138.233216,75.89194809,688,Good
d9f09893-dfd6-4513-9e7f-ca68e97a5237,35017,17015.07,3,30,11,127930,284.08,156,136.2460668,74.92603791,683,Good
ac1ca64d-1427-46c3-9464-166f3ffc708a,501923,25744.05,9,17.4,16,852170,285.55,204,138.2339025,76.35530868,725,Good
c39ddf97-121b-4ed2-b448-29e2f314af1d,277989,19203.3,6,12.7,11,605044,282.76,216,138.223041,74.92603791,731,Good
3bdf3e7d-5051-4783-b577-e6e62b641d20,47234,13036.28,10,14,4,121550,292.67,244,138.7267901,68.94427191,757,Good
130df36c-f2e8-4d5f-9239-4cdc1550222b,40945,12429.99,4,11.2,5,65208,279.54,120,99.71760544,70.50611122,610,Good
dd88d30d-ed67-42ac-a7b8-ca4c531449c7,193230,12655.14,10,9.9,4,232100,284.84,168,124.7115228,68.94427191,675,Good
8cb3de7c-2279-4337-b514-1d37fc87c514,86773,12497.06,10,13,8,112508,292.98,234,120.7239743,73.3748061,735,Good
b69feb33-9355-4f9b-9bb6-dbf3055afa93,142747,28595.95,10,21.6,10,189112,290.29,122,99.73955546,74.49559327,626,Good
5a458833-13b8-4d53-b112-a5f55fd71a3d,167960,10852.8,10,20.7,9,206030,281.49,124,111.73854,73.98631574,630,Good
ccf563d2-4e4b-472c-abf3-0df598b75929,389329,29190.46,10,17.2,11,482658,286.97,137,120.7335633,74.92603791,657,Good
91760126-f3bf-449a-9298-4ac02da8ee99,21907,14849.26,1,10.5,10,47058,262.09,126,102.2145225,74.49559327,603,Good
47023928-2700-4ee3-b799-03289b8b6abf,36537,27207.43,10,12,7,65714,286.19,120,104.7206776,72.62770071,624,Good
baa1f6ec-61de-4f56-8683-b741a2b8b578,564965,33279.83,4,10.5,11,888800,278.71,209,126.7145225,74.92603791,709,Good
3fadf5c8-6a10-44ea-b8f5-f8580d60e8aa,149055,25567.92,10,15,7,226512,286.08,121,124.7292232,72.62770071,644,Good
4cfdf3b2-56fe-4d68-8609-bcc69caa5d47,133133,16508.15,1,11.4,8,293634,252.61,128,109.7184149,73.3748061,602,Good
1c7001a1-a068-4a8c-8856-7c4ee6948d02,287983,22235.89,7,13.2,13,470976,283.55,158,120.7245723,75.61335193,669,Good
4c848a97-85cc-40a0-950f-a2cc646e9221,179170,13852.14,7,17,11,292182,279.86,128,114.233216,74.92603791,635,Good
1b0b7dda-0482-48ba-893a-37a721418bcf,318801,23566.08,10,14.7,10,495484,285.99,154,123.7285287,74.49559327,671,Good
c86fff32-d293-4b30-85ae-361cf0bc9395,155496,13525.15,10,16,8,234740,285.45,133,126.7313466,73.3748061,656,Good
a126fe88-042a-4d26-8a6d-90216cd8f7f4,189620,25961.03,4,8.9,20,330154,276.62,128,124.7055948,77.02679845,644,Good
0f58de51-9c4a-4a09-9ebf-25b35fccb543,215422,13182.58,2,28.4,9,376794,265.84,138,99.74512655,73.98631574,614,Good
e3aeacf6-1fc1-4d6a-b961-8b86de1d369b,573591,27290.84,3,17.4,19,985424,271.46,167,114.2339025,76.88317825,660,Good
3ab86e15-f002-43c1-9fec-ce5245b15370,1235,18837.36,1,6.9,9,12914,258.31,120,93.68836446,73.98631574,586,Good
9d136a13-2766-4529-a456-a87e0d5d3cde,148656,26738.7,2,16.1,8,462704,269.15,134,99.73154422,73.3748061,613,Good
8782117e-70d2-46d7-869e-ffbd0e5afa1d,65398,15359.41,10,14,11,188826,290.07,162,109.7267901,74.92603791,668,Good
0f8d05d9-e8b8-43a9-a7f4-fccf091c2353,339891,21769.44,6,18.6,14,694100,285,224,116.2357822,75.89194809,718,Good
67dc2067-e88f-4fb2-94d2-40e96569cd7e,72770,11355.54,3,11.4,7,88418,273.53,121,136.2184149,72.62770071,643,Good
22cb733a-52f5-4822-b835-0f2f77f67c62,270598,23132.69,6,15.4,7,336886,291.41,255,135.7301063,72.62770071,765,Good
1fc720a6-191f-496a-988a-32e396aa918c,1061834,42970.4,7,20.6,12,2141986,285.53,245,116.2384216,75.29448983,734,Good
e5622af3-b44f-4b0a-8e18-2d74810915e9,308522,44989.53,8,19.7,12,463958,290.89,157,131.2373012,75.29448983,686,Good
f7cf7bd6-7708-4888-9352-abf9862d7244,249812,36380.44,7,23,10,303534,290.6,140,134.7409752,74.49559327,676,Good
0fce17d7-9849-4182-a79d-75607a63499f,52877,12174.82,10,12,11,169114,276.52,121,107.2206776,74.92603791,619,Good
14bea98a-c566-4f7e-b85b-e918acfa610e,34143,11316.21,4,16.1,6,99858,270.01,120,111.7315442,71.69607095,613,Good
b4199f01-9e86-4b9c-803c-dab874f1b3ac,268413,30518.56,1,21.4,26,868164,263.19,249,93.73933727,77.67107916,695,Good
17e0a24e-2b16-45a9-9ab7-6ae6d0710540,360544,22294.98,10,22.1,15,619388,286.5,174,125.7400834,76.13741602,690,Good
7122dad8-f64a-406e-9d92-4b0b2abd9a08,438235,16967.19,9,15.8,11,578600,283.57,187,135.2309439,74.92603791,706,Good
d05cb0c3-1762-4b22-a4a0-625a1cf4b954,125533,47343.06,1,18.3,13,381524,261.18,126,117.7353358,75.61335193,620,Good
b86ef9a3-aa4a-49bf-b094-6d51c722e909,153121,15435.22,1,15.6,4,361086,250.86,130,128.2305306,68.94427191,616,Good
06275944-44b1-4cc1-ac0e-6e9ee9168e14,261516,9011.51,6,11.3,10,383328,279.57,220,135.7180139,74.49559327,728,Good
f27488c4-2225-4362-987c-bcf730e6ecd9,15162,31183.94,1,14.8,16,116226,264.83,159,107.2287634,76.35530868,638,Good
e2ee664e-2e54-457d-a9c9-5ff23d0afbda,147972,6970.53,10,22,9,231858,283.65,165,132.2399798,73.98631574,685,Good
7c35bb8e-a3c9-4ea6-a201-835d592e0ece,139289,20960.8,5,16.2,17,225258,287.42,188,134.7317393,76.55000885,712,Good
3db33e49-3914-4885-b75e-23c043059d4d,194408,29024.02,1,27.8,15,415338,259.17,130,122.2447458,76.13741602,626,Good
c17b1143-a164-4cc0-affe-942442fc88c1,185022,15260.23,8,14.9,19,738738,284.04,238,111.7289949,76.88317825,725,Good
c7ec68fb-cb49-41e5-a36e-07fc90b10e0f,109725,14069.88,10,14.8,10,326590,279.72,127,123.7287634,74.49559327,644,Good
081daa65-4f10-4ba1-9d11-345c561e3783,211888,13188.85,8,17,11,608806,271.03,137,117.733216,74.92603791,637,Good
6178e815-bd70-4ec5-9216-b131a6c0aa4d,261402,6048.65,10,17.8,9,1215588,270.29,251,95.23455773,73.98631574,702,Good
6eeb7a65-8e8e-43d6-a122-57f7d9971b72,114570,18892.65,6,10.5,15,418506,279.83,149,127.7145225,76.13741602,667,Good
b2a20c08-1c89-43a4-8320-e2b5b5030e0a,185725,11089.35,4,10.4,10,376618,272.37,161,134.7140473,74.49559327,674,Good
5ff790dd-e1b6-4c4e-a7d5-6c3a0b886477,127319,5831.1,2,12.5,8,312334,239.25,123,120.7223934,73.3748061,595,Good
879961a3-28ef-4160-a19d-b89eb0d12a61,72865,16699.1,1,22.7,8,607002,257.75,214,104.7406859,73.3748061,669,Good
0e3c382a-6a69-47a1-beee-58d23ef4e12a,513627,21786.54,10,19.3,19,1008018,286.35,235,131.2367692,76.88317825,744,Good
5b300b98-3d45-4283-b785-5104f6acf6e6,230736,17971.91,6,8.4,13,454366,276.07,144,135.7020832,75.61335193,665,Good
134cdf42-5644-42b2-bb9b-8f62327cc5a9,339473,25326.62,6,13,10,409442,289.92,253,138.2239743,74.49559327,767,Good
362c6de8-44c9-499d-81ed-ba8628c37a15,181450,20638.56,10,16.5,11,374528,293.34,250,135.2323101,74.92603791,764,Good
80a6b2c9-fc8b-414c-963e-8eff15268869,107654,7086.05,7,15.8,8,428362,259.94,129,111.7309439,73.3748061,612,Good
f0e4b062-1fc6-4769-a6a1-b397eb589a19,16910,7388.53,6,20.9,5,40656,285.28,120,134.2387733,70.50611122,650,Good
cfff5d0c-fefe-4ad9-ad7b-5e072d1e3ed7,291422,12446.14,8,15.2,23,765138,279.79,228,130.7296707,77.38801456,732,Good
219f91a0-fa0c-40b4-8134-2aa9f22ff5fa,458964,41429.5,10,41,17,643390,290.31,141,132.7505303,76.55000885,676,Good
942fff6c-ac37-44f8-bcb6-c83162977055,105849,37620,10,13.9,15,392810,289.34,137,132.7265271,76.13741602,671,Good
d5155610-4b14-409d-a690-ce072b513783,493525,44832.78,1,12.4,16,681934,256.6,136,137.7220616,76.35530868,643,Good
7d957fa2-4a45-42cf-a891-7b6019e61fac,530195,11117.09,10,35.8,18,1128512,276.07,231,119.2487649,76.72502062,718,Good
7193abad-006e-4943-9f98-1fad8850ef5a,37582,10861.16,10,27.6,6,133078,278.63,120,124.7446151,71.69607095,635,Good
1afbab63-d9f0-4647-8185-2fa2b7dd48e7,130207,13288.79,10,12.9,14,331364,292.44,254,136.2236681,75.89194809,769,Good
3f6a0615-6b29-43a3-80d0-c53f992dc88a,114209,19213.56,10,20.8,10,259798,281.96,121,134.7386572,74.49559327,652,Good
5b939de4-e3fa-4163-9fdc-64c0cc1aa77b,14098,11554.09,1,10.1,12,333300,239.21,122,125.7125634,75.29448983,602,Good
df2063c5-e667-4016-8813-6f89d69b7678,263207,8831.96,1,23.1,3,321838,236.29,122,137.7410699,66.83990379,603,Good
6d13da39-8384-461f-9f74-620b0ce1214f,161101,13597.92,10,16.8,7,221804,276.2,121,138.2328602,72.62770071,648,Good
4e51aa1e-ba38-40f1-8dab-23a48ceeea23,189373,17996.42,5,31.6,4,223058,289.04,223,138.2469109,68.94427191,736,Good
263d325f-0846-42a7-a6dd-0d0712dea0f5,257963,7330.01,4,18.5,9,436062,283.3,254,137.7356351,73.98631574,759,Good
bcfda598-a665-4190-919e-9a1d0eeecc0f,119624,7213.35,8,15.8,17,563068,258.25,137,126.7309439,76.55000885,635,Good
70c1dbac-d0cd-4fec-9261-8fcbdb2ddbf4,84949,12058.73,4,18.5,5,228250,275.1,125,136.7356351,70.50611122,646,Good
97720177-c625-464f-9521-e173e5536c09,147098,10686.36,1,13.3,13,482482,252.91,211,136.7248644,75.61335193,696,Good
2933e02f-215d-437f-b85f-9a2f6e10dad8,141683,16063.74,4,37.4,9,279004,290.63,255,136.2493608,73.98631574,766,Good
238b00ed-0737-4004-9003-972dd4000616,355053,24708.36,3,11.8,11,792110,273.05,191,137.7199496,74.92603791,701,Good
8d3f4d8a-b38e-4ca9-8c80-3621aea622dd,349372,38002.47,10,20.2,18,474804,286.73,124,138.2379361,76.72502062,665,Good
90e43776-79d2-45c4-ad89-13b148c95e4d,43852,35539.31,3,12.7,12,280588,280.57,151,136.723041,75.29448983,677,Good
25abc175-312c-4955-9f1d-e7ca231112bb,625157,23746.01,8,23.3,14,792836,284.56,188,138.2412569,75.89194809,712,Good
0e84a2c7-2696-4f29-a715-16d1971afd52,739214,30314.69,10,32.9,16,1050214,285.08,174,137.7475358,76.35530868,701,Good
eee6f66a-daa7-4277-b148-b94aa82dee13,133114,8610.61,2,9.2,9,279730,252.48,125,138.2075128,73.98631574,629,Good
e0ed06d8-58d4-4922-baff-77d2308c559e,242744,11082.32,10,12,13,386606,279.19,155,138.2206776,75.61335193,680,Good
11b6662e-da34-4a6e-9411-2858b5b44cac,186010,12627.21,7,16.9,14,359590,281.28,154,138.2330392,75.89194809,682,Good
de550bd0-e2ac-4696-b201-30b2e3f225f2,782268,28487.08,1,21.2,10,1643906,259.62,252,138.2391149,74.49559327,734,Good
ecb659af-bd77-4af8-9e74-3c326aeca349,159334,13983.24,6,17.9,8,398486,284.97,213,138.2347169,73.3748061,730,Good
ced1ad99-8333-4c66-92be-c4e702d2229a,1802739,73260.96,3,20.5,12,2467344,280.86,249,97.738302,75.29448983,714,Good
22c52e25-3f23-47e6-9e52-ce9a5eac2c9a,38722,10336.95,10,21.7,4,53196,293.93,160,109.739663,68.94427191,664,Good
f83faa82-f745-4aad-9cb4-7f7d18edd36b,19266,10447.72,1,10,10,22000,255.33,120,132.2120485,74.49559327,622,Good
7274ca68-e768-4396-a945-1f68685ab21c,538574,15670.44,9,21.5,5,653004,283.02,195,119.2394469,70.50611122,691,Good
89071352-b925-4c7d-b11b-57d4496f0b3d,39691,18819.5,10,16.1,10,76230,292.99,126,99.73154422,74.49559327,632,Good
1cf2cf50-56a5-4567-b612-f958d291c108,286045,29847.29,5,14,10,401456,279.34,124,123.7267901,74.49559327,641,Good
cbbdac3e-6d29-4169-bab1-83ea225747e3,216657,48631.26,6,16.9,9,253660,288.62,124,132.2330392,73.98631574,658,Good
af776d73-d05e-4f02-b5e2-a371dac12d1d,58330,29687.5,10,17.4,13,105028,288.12,120,102.2339025,75.61335193,626,Good
64463c0e-df1a-40b5-b40b-0ccfdc443b89,250838,18553.88,1,14.1,12,515878,257.15,198,107.2270493,75.29448983,661,Good
b43bfdf2-4dd1-490e-87c0-3d3745d70e36,184661,30490.06,10,17.8,13,383174,287.14,126,93.73455773,75.61335193,621,Good
03403d42-c8ac-4427-bbdf-daeb862b8a82,1281474,14087.17,9,23.1,5,1483812,274.61,234,125.7410699,70.50611122,720,Good
5dfc364b-3cff-4a1b-a33c-48157b266ae1,289256,12016.74,10,19.2,8,490380,281.75,177,107.2366327,73.3748061,666,Good
4443f8c8-8d70-46ec-98fe-1bc9a0835eb5,251617,6232.38,2,14.3,6,343178,237.56,122,107.2275565,71.69607095,578,Good
4f719f3d-b826-4ef3-8708-1a40563c4e8d,105260,26617.48,10,16.1,6,228250,284.19,121,107.2315442,71.69607095,623,Good
fb35a0ef-fd26-4790-a65d-88d4b8a518f8,256196,16681.05,1,18.5,10,478478,253.45,147,114.2356351,74.49559327,623,Good
dd21a07e-6038-4988-9595-a5e392b579e5,331493,14364.95,1,20.5,12,577170,245.05,133,102.238302,75.29448983,593,Good
fefad0dd-e33c-4856-9b59-ce15227c70be,1434196,47922.94,1,18.9,15,2456586,264.73,255,123.7362143,76.13741602,730,Good
3e3b79d0-5cac-4e4e-bef7-1010797f10a8,150252,19735.11,2,16.2,12,368588,272.39,178,109.7317393,75.29448983,662,Good
8ba480da-1576-4476-a92e-b29040051679,16758,17863.8,10,14.2,12,54340,287.08,120,93.72730471,75.29448983,616,Good
a5fc9401-d401-46f5-a56e-db135e48a655,179360,12967.5,10,30.7,7,231792,279.45,121,119.246447,72.62770071,632,Good
9e9fac0d-f2c2-4b99-94bd-281ba2734169,563293,33499.85,10,22.3,10,916058,288.4,199,122.2402879,74.49559327,706,Good
df4bc085-beba-4161-9482-ee2cdd5dbde2,132316,22913.81,10,8.5,11,254056,284.62,129,129.2028197,74.92603791,656,Good
0e4dd886-787e-4f8f-9b5c-d7b8c8d04739,242459,11236.03,5,22.2,13,576488,282.35,243,97.74018612,75.61335193,712,Good
c8362588-cb64-4b17-804d-95ba7b461ee3,1134338,26527.61,8,17.1,12,1415348,290.58,255,134.7333907,75.29448983,766,Good
effa5c29-e2c1-470e-b067-dc03e4ba92e0,447241,36576.33,1,21,15,1250876,261.75,247,102.2388883,76.13741602,699,Good
bb281b57-0695-411a-8b11-1ccdfbbbe5fc,402534,19230.09,10,15.2,15,682418,284.17,195,127.7296707,76.13741602,707,Good
60773b04-b888-4a6f-9344-57a3796d93e8,270389,9607.16,1,13.3,8,697290,245.46,207,119.2248644,73.3748061,666,Good
2c851855-9700-4ff8-aadb-69db3f74edfd,152836,18391.24,10,19,11,371778,289.02,178,119.2363552,74.92603791,688,Good
d7b21e67-904b-458e-bcb7-63b7db2bd4fe,77634,13325.27,3,29.4,5,102850,267.22,120,130.2457263,70.50611122,628,Good
02b265d7-dd07-4dbe-8ad3-23ef6ba178fc,269819,13894.7,1,11.8,14,386650,256.7,206,135.7199496,75.89194809,695,Good
a3b00f3e-ddbc-486f-90bc-2e3c27e7b10f,241357,28602.41,10,19.4,14,439428,283.04,123,126.7369043,75.89194809,648,Good
77658d11-63bf-46ef-ab86-e4d17291aa1b,509618,30667.14,4,38.5,10,988416,279.7,180,102.2497415,74.49559327,663,Good
dde4c4cc-3803-4caa-a5f2-2e3546d5f236,221863,17982.17,10,13.6,14,449900,285.19,169,130.2257145,75.89194809,689,Good
c24ec3b8-4aa9-4ade-9116-51236ebd9bf6,534109,33444.37,8,28.1,15,1141030,284.74,187,111.7449382,76.13741602,685,Good
99d78193-c8f0-430e-a8d1-3941d5f410d6,435100,27955.65,5,12.8,15,804804,281.95,216,133.7233571,76.13741602,726,Good
6830109f-7644-4c39-b1a7-cbe03b5f90a6,131708,27073.48,3,11.3,16,221342,278.05,129,135.2180139,76.35530868,657,Good
030fe58e-3df8-4925-a81a-35ccf643dfca,218082,20677.51,10,16.7,12,251262,287.77,128,136.7326791,75.29448983,667,Good
61358b1e-0753-4f54-aa5b-66be7b7e9e38,604865,29249.74,2,15.4,17,727276,271.34,201,136.7301063,76.55000885,708,Good
db64ebd4-d448-4c1f-9e69-850df513ab60,193249,4269.87,10,14.5,6,381854,278.68,243,132.2280495,71.69607095,738,Good
f33dfdc4-264c-4a8c-bd83-44d0876310c6,153197,33217.7,3,31.8,9,435820,279.79,135,109.7470104,73.98631574,635,Good
167fff9d-f21d-4969-9d97-e2aa1cc02feb,148314,14761.1,10,15.6,8,205436,293.14,243,136.7305306,73.3748061,758,Good
dc658c34-3002-40be-906f-91562f936629,86013,22690.37,7,15.4,9,118580,287.57,121,136.7301063,73.98631574,659,Good
c8eee870-e26a-4c5c-a16b-562b6cfb85c8,159733,18388.77,10,18.5,11,383702,284.38,135,128.2356351,74.92603791,659,Good
18010010-6b52-4a45-ac6d-ce3910decb28,302252,11654.79,6,14.4,12,425216,274.27,143,135.7278047,75.29448983,663,Good
640950ff-17cd-42d9-a201-6da5e587ce9c,187872,38599.26,6,16.4,15,246092,283.03,120,136.7321222,76.13741602,656,Good
ffe8d065-9f45-4b86-b3d1-bb0eb959a8d1,119719,16199.4,10,24.3,7,160270,286.08,121,135.7421452,72.62770071,655,Good
337ad5cc-d1a8-4945-bc24-f47b24ca8600,382698,14045.75,3,13.5,14,787072,262.98,164,132.2254355,75.89194809,666,Good
5a8558e0-e207-4fcc-b0fd-55d4c1eecf60,239153,38184.3,6,21.2,25,347886,289.18,146,135.7391149,77.58378623,684,Good
016a8813-693f-4727-b27d-25128b3498ee,161614,8995.93,2,19.3,14,417692,271.68,246,131.7367692,75.89194809,737,Good
f73dbf9a-7ee3-471e-a29f-72fe941cfd58,287052,25064.42,1,13.9,17,531806,256.68,158,135.7265271,76.55000885,658,Good
57d5e3fa-bd51-4ef4-8251-83cc8eb4f7cc,261098,33088.5,3,18,20,439428,275.71,125,135.2348742,77.02679845,652,Good
249ee5bc-3658-4f74-95c4-441f42540dec,688769,33916.14,10,12.2,8,850234,291.25,252,138.2213812,73.3748061,766,Good
d0b36549-5bfa-41a5-84d8-0a3a3ea4949f,136002,16171.28,10,19.4,11,308198,286.19,138,134.2369043,74.92603791,669,Good
44861fa9-0035-4c02-b77a-f6c7200723a1,2809321,27543.54,1,25.6,12,4707516,253.88,254,135.7431951,75.29448983,730,Good
47479cf8-ed1d-4bbc-9b7e-fe743666c23e,111986,3612.66,1,15.6,19,135916,260.31,248,138.2305306,76.88317825,735,Good
c7893eb6-63aa-46aa-97b6-308933f71d03,58463,2396.66,3,14.1,3,90398,246.09,121,136.2270493,66.83990379,610,Good
68aa361a-8c6c-4dd6-97df-4c3c9e881aa5,138662,5440.84,2,17,11,243980,271.63,246,137.233216,74.92603791,742,Good
6f97f4d2-c842-4586-8e08-785c73a2bc59,805429,34100.06,5,33.5,20,1131790,281.67,184,135.7478077,77.02679845,704,Good
b3e3adf4-c087-4249-ad54-d55e6c0adb8c,113734,12395.03,4,25.8,13,320430,275.59,134,133.2433471,75.61335193,655,Good
181be696-837a-4c40-bde7-90b2773d5061,134900,21287.22,9,23.9,12,232100,291.15,143,137.2417989,75.29448983,682,Good
febc6559-ca59-4788-b0fa-36f3e8f3d6e4,236930,29951.98,10,18.9,18,1459282,291.99,254,139.7362143,76.72502062,772,Good
55eca489-4c8a-4c7c-8ef8-d50a045e9b18,145787,18163.81,1,10.8,10,215600,260.96,203,138.715894,74.49559327,699,Good
3db38321-23fd-4317-b914-d3dc6c478d62,41363,18645.84,2,13.4,13,192302,276.44,239,136.2251521,75.61335193,740,Good
