Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
ba5bcac8-f213-4488-a585-a67b0454e291,feee2e03-c2a1-44b5-8aef-2d4ae7cb5376,Fully Paid,112442.0,Short Term,712.0,1048667.0,4,Home Mortgage,Other,6099.76,18.5,20.0,11.0,0.0,130625.0,256344.0,0.0,0.0
44d18acd-5dbc-47c0-9e26-4970a804b5dc,0c9e9cfe-30bd-4767-b72c-ff19f17fccc4,Fully Paid,434588.0,Long Term,665.0,1538829.0,10,Home Mortgage,other,23480.01,28.5,63.0,6.0,0.0,437076.0,534402.0,0.0,0.0
31cc02c7-5454-48c4-80b4-2b1f55813cce,493567a0-47ea-4e2b-ba19-b07943d8faf2,Fully Paid,232342.0,Long Term,688.0,582369.0,3,Rent,Debt Consolidation,9910.02,19.6,35.0,8.0,0.0,166098.0,226798.0,0.0,0.0
e388ef4e-721c-4bc0-9ac2-93b566617015,cdd45307-ad73-458f-9291-c3f4ffbdde74,Fully Paid,166606.0,Short Term,678.0,683183.0,10,Home Mortgage,Debt Consolidation,17079.67,15.1,58.0,8.0,0.0,267121.0,481756.0,0.0,0.0
5e9fdc83-8b54-4632-89fd-90b9c214a66f,067e919a-5175-4643-9b00-d2ae2c205bf9,Fully Paid,263978.0,Short Term,710.0,2089791.0,8,Rent,other,9473.78,21.8,20.0,5.0,0.0,101004.0,123244.0,0.0,0.0
e113d892-7577-4923-8302-e317bea3d3a4,1a5fd57e-a1fa-4d77-906b-5c200010beb6,Charged Off,540276.0,Short Term,729.0,1119822.0,5,Home Mortgage,Debt Consolidation,26595.82,30.2,24.0,14.0,0.0,223782.0,601194.0,0.0,0.0
5e4c60b0-7f6c-4c9f-b1e4-daeab252c1e6,0ab02411-5a24-495b-811d-70c6ec799280,Charged Off,134068.0,Short Term,746.0,1157784.0,6,Home Mortgage,Debt Consolidation,23541.57,17.1,70.0,13.0,0.0,81491.0,334598.0,0.0,0.0
f7797527-e4cb-4bb0-9227-2534badc95c9,6a0816a9-07ad-4441-b47b-d1ee7e019910,Fully Paid,215820.0,Short Term,731.0,1211535.0,5,Rent,Debt Consolidation,15729.91,20.4,12.0,8.0,0.0,79534.0,215666.0,0.0,0.0
9318d137-04b4-4e50-97c2-93dde660a782,ac7c6d6d-74b0-4ec6-ab1e-da952c29f181,Fully Paid,38632.0,Short Term,704.0,519023.0,4,Rent,other,3931.48,12.5,44.0,10.0,0.0,24985.0,90134.0,0.0,0.0
4c83d065-9bd5-4e97-99c3-307025ad501e,3b5a77a2-0da1-4bca-b3cd-16863b144d18,Fully Paid,273966.0,Short Term,725.0,1199090.0,10,Home Mortgage,Debt Consolidation,23981.8,15.4,26.0,16.0,0.0,384902.0,510488.0,0.0,0.0
b9ad5dca-4b62-4609-bc07-4d47703f304f,50a8b5ab-6022-4684-b5bf-a8a4510a23b9,Fully Paid,518276.0,Long Term,619.0,1286870.0,2,Home Mortgage,other,20268.25,16.1,59.0,7.0,0.0,81947.0,112288.0,0.0,0.0
7b2fc725-fe86-4d89-8e55-ca4b2c29cbed,0fa6f194-0285-43b0-ba5c-dfc41319690d,Charged Off,179234.0,Short Term,671.0,432668.0,0,Home Mortgage,Debt Consolidation,13809.58,10.8,37.0,9.0,0.0,146167.0,240416.0,0.0,0.0
e8091b87-9fe0-44b4-9b79-b86461a3128b,039f784e-a381-4246-a25a-b1191488447d,Fully Paid,223432.0,Long Term,704.0,443897.0,1,Rent,other,4553.54,13.8,25.0,8.0,0.0,7353.0,20130.0,0.0,0.0
c2b6d7cc-320a-4468-b82e-4d17b21d5bfb,0566847d-3b69-42af-b644-1fffd74fd0f0,Fully Paid,560626.0,Short Term,739.0,3137413.0,10,Home Mortgage,Debt Consolidation,15582.47,15.0,9.0,6.0,0.0,135280.0,181698.0,0.0,0.0
e31c29cf-ca05-425f-9b3f-4764bf806173,fb394d3e-19ea-4da5-be0b-4846734d3931,Fully Paid,359700.0,Short Term,713.0,1941610.0,10,Home Mortgage,Home Improvements,26697.09,22.2,72.0,9.0,0.0,539030.0,762058.0,0.0,0.0
9d9baff4-5690-4861-a509-0afb105b4a61,69d3c5e4-0356-4de9-8c43-d80d4fdeaaac,Fully Paid,262438.0,Long Term,683.0,2115441.0,5,Home Mortgage,Home Improvements,9290.43,19.2,44.0,7.0,0.0,212173.0,527186.0,0.0,0.0
61af1752-4ffb-4273-b897-0e16098ca9f3,ed79ad3d-840e-43f2-92ef-7918d095439d,Fully Paid,331716.0,Long Term,706.0,935845.0,1,Rent,Debt Consolidation,16860.79,16.9,18.0,11.0,0.0,57551.0,200684.0,0.0,0.0
b69fd3ad-c973-4920-b0b1-6a68f76cf506,e93bd451-ce1b-4441-9020-11f1426bd835,Fully Paid,218702.0,Short Term,712.0,1605481.0,10,Rent,Debt Consolidation,23145.61,18.5,23.0,5.0,0.0,70775.0,94094.0,0.0,0.0
8f82be3d-4efc-416e-8142-e5993211ecaf,88e186c7-e7f7-4a23-9710-be2980ca98f6,Fully Paid,222728.0,Short Term,741.0,1346492.0,3,Rent,Debt Consolidation,16382.37,12.6,34.0,8.0,0.0,125286.0,265210.0,0.0,0.0
f462edc8-26de-49d1-9007-43157712ec12,c42f55d1-1e00-4b4e-a47d-6a56abfb7f15,Fully Paid,129140.0,Short Term,712.0,864329.0,2,Home Mortgage,other,6856.91,18.6,11.0,6.0,0.0,24681.0,166166.0,0.0,0.0
db9fd1ab-eb4c-4a97-bfa3-30b2f4ba7162,bb63afee-05c1-4a75-b264-555b81dc9250,Charged Off,450120.0,Short Term,723.0,991287.0,7,Home Mortgage,Debt Consolidation,15282.27,13.0,32.0,14.0,0.0,527079.0,847638.0,0.0,0.0
4554f5e6-d07b-4c4e-8b3a-fe13a7c3af52,5670f07d-1727-4b41-8cb6-6e27ec599782,Fully Paid,200288.0,Short Term,742.0,1153224.0,6,Home Mortgage,Debt Consolidation,18547.61,10.8,68.0,9.0,0.0,90345.0,251438.0,0.0,0.0
b5fcb445-c00c-45c8-b2b5-5ce6963a35e4,a37f14ea-cd40-4ef2-87a1-492c4c567390,Fully Paid,220000.0,Short Term,721.0,760000.0,3,Rent,Buy House,6523.27,14.9,64.0,13.0,0.0,100624.0,579656.0,0.0,0.0
ad72d4ad-0f4d-447f-9028-084e19fd4e1b,2baeef6e-1f09-4fc0-b659-32adfd81b5ea,Charged Off,99198.0,Short Term,729.0,489497.0,6,Rent,Debt Consolidation,6526.88,8.9,5.0,15.0,0.0,89794.0,517220.0,0.0,0.0
ecff305b-3ed8-4097-a85c-20feab3bf2e0,9ea285ee-5924-41bd-b230-3a74e0b7e53c,Fully Paid,784256.0,Short Term,724.0,1354605.0,10,Home Mortgage,Debt Consolidation,12191.54,28.6,40.0,13.0,1.0,421059.0,1438140.0,0.0,0.0
63e2c732-84d7-422d-8ace-0a8d2d4cfad9,91c3c342-d324-428f-ad6d-78001873c159,Fully Paid,87868.0,Short Term,719.0,948480.0,6,Home Mortgage,Debt Consolidation,14938.56,14.0,74.0,8.0,0.0,135052.0,276760.0,0.0,0.0
48fa284b-c176-4850-8898-6f36caf2f855,9e2b4aad-319b-40cc-a782-23317acc95cb,Fully Paid,200134.0,Short Term,718.0,1336688.0,6,Home Mortgage,Debt Consolidation,19716.11,16.5,24.0,12.0,0.0,282245.0,346918.0,0.0,0.0
800183e4-6f59-417f-9bac-7f5f27f57d52,435e486d-8ee3-48b6-9d93-2dd0141670cf,Fully Paid,146872.0,Short Term,740.0,1969692.0,10,Rent,Buy a Car,24128.67,19.4,30.0,10.0,0.0,474506.0,929676.0,0.0,0.0
4b46b353-2484-4cf4-8b59-53cb348ed85d,95544b0c-bf34-4ba0-86af-6af5dfa30915,Charged Off,448712.0,Short Term,716.0,1356334.0,10,Home Mortgage,Debt Consolidation,7572.83,15.0,22.0,9.0,0.0,206606.0,460064.0,0.0,0.0
c5fe1ba9-0678-48c3-96df-7b67c5384138,1976f125-0498-4fb2-acd0-c21e3d5d4a6d,Fully Paid,301378.0,Short Term,725.0,1227039.0,10,Rent,Debt Consolidation,8640.44,15.6,5.0,16.0,0.0,39216.0,324280.0,0.0,0.0
eb413381-7ba3-4231-a6e5-b03d6b141d75,27775286-694f-4440-8088-fefc1529287f,Fully Paid,278520.0,Short Term,703.0,2526430.0,10,Rent,Medical Bills,5431.91,22.4,17.0,4.0,0.0,8797.0,113146.0,0.0,0.0
55aa1d10-9b83-4d11-b79a-f9102d5ac4ad,cc9db4e7-6460-49be-b012-88c0ce28e2b8,Charged Off,395494.0,Long Term,711.0,951425.0,10,Rent,Debt Consolidation,19662.72,13.7,50.0,7.0,0.0,237272.0,372262.0,0.0,0.0
efcdc42d-22c9-4402-8e55-49f407bb9ade,d78b875c-7d50-4933-bc0d-1d4d805dfbb8,Fully Paid,431464.0,Short Term,698.0,1583669.0,10,Home Mortgage,Debt Consolidation,34708.82,24.0,10.0,10.0,0.0,613909.0,881936.0,0.0,0.0
279b6598-930a-4066-892a-ebf6e20a1367,9cb1282f-8dc7-4a3a-bd44-e2d27f3365ef,Charged Off,442244.0,Long Term,717.0,954845.0,5,Rent,Debt Consolidation,20051.84,17.7,28.0,12.0,0.0,372362.0,782496.0,0.0,0.0
48bbe5f1-48e8-41d1-b8c3-13c8a7093bbb,636a6c4b-61c2-473e-8bc6-abd57200c9d0,Fully Paid,324918.0,Long Term,707.0,1489106.0,3,Home Mortgage,other,17620.98,19.6,16.0,10.0,0.0,162507.0,454520.0,0.0,0.0
dd6eacbe-bc46-43fb-9b50-7d7c17d10fca,9b79269e-6a45-42ab-aeb4-56a83e1adb15,Fully Paid,295174.0,Short Term,729.0,812763.0,7,Rent,other,9414.5,16.5,23.0,10.0,0.0,165832.0,418330.0,0.0,0.0
755da32b-3e76-458e-84c4-20d3d25d9f59,ac70cb71-133e-42ae-a986-3c38de6e93d2,Fully Paid,327030.0,Long Term,724.0,997937.0,10,Rent,Debt Consolidation,19626.05,24.9,52.0,18.0,0.0,260281.0,637142.0,0.0,0.0
65034fbe-3695-4827-b3b6-585bb2c2a0d0,00cdffae-e364-4241-ac4e-88a14fc68262,Fully Paid,434456.0,Short Term,718.0,3076746.0,5,Home Mortgage,Debt Consolidation,28972.53,16.0,9.0,10.0,0.0,185136.0,271678.0,0.0,0.0
804c8852-fcea-4ebe-9f5f-d59ad45196ad,644b8cad-d9eb-47fd-a6df-c91df8591a1c,Fully Paid,540606.0,Long Term,743.0,1251435.0,8,Home Mortgage,Debt Consolidation,18875.74,25.5,18.0,7.0,0.0,112917.0,227392.0,0.0,0.0
360ed02b-d89b-4d78-9e6e-be20ef804ec0,4fcb52cb-e9b2-4175-ba02-2cc3c1b96575,Charged Off,763158.0,Long Term,660.0,1958406.0,2,Home Mortgage,Debt Consolidation,19420.85,15.6,54.0,6.0,0.0,500137.0,733040.0,0.0,0.0
e4a43cfb-094e-481b-8fda-0ec87d6f0a08,2fa636c9-d8a8-401e-acfd-f2251dfdcceb,Fully Paid,437118.0,Short Term,729.0,1703597.0,10,Home Mortgage,Debt Consolidation,23282.6,17.3,31.0,15.0,0.0,157301.0,576356.0,0.0,0.0
201bc888-6e76-4cc4-8327-c115497caa65,eead0d87-dc75-49df-9006-39fbdf3ec6eb,Fully Paid,268994.0,Long Term,744.0,1355137.0,1,Home Mortgage,other,3602.4,22.5,43.0,14.0,0.0,140657.0,1368686.0,0.0,0.0
84863ff3-a4e2-4bee-b85d-20d02cceb901,75f57f54-c27e-4ca8-9d69-4405a00e1c5f,Fully Paid,121000.0,Short Term,719.0,1315902.0,2,Rent,Debt Consolidation,20944.65,16.9,27.0,9.0,0.0,59926.0,78408.0,0.0,0.0
53f41ad3-d02b-419a-aa8b-d9dfbd8dd73c,d442ad73-8b88-4ef3-8d56-80f887eb5f2c,Fully Paid,392546.0,Long Term,730.0,1506776.0,10,Rent,Debt Consolidation,25364.05,15.7,13.0,10.0,0.0,532589.0,1245816.0,0.0,0.0
ba7fa320-06fd-4378-a888-83de6bfe8b6e,ac02729e-a7cf-4c2e-a153-acd0107159e7,Charged Off,744942.0,Short Term,661.0,1791529.0,10,Home Mortgage,Debt Consolidation,30605.39,14.6,7.0,11.0,0.0,78242.0,330682.0,0.0,0.0
854edb62-99db-4092-92db-60ab5936ffc5,fa0149e0-9629-4734-8511-90cc0f5d67b5,Charged Off,232430.0,Short Term,720.0,860301.0,10,Own Home,Home Improvements,15256.05,15.8,8.0,9.0,0.0,149017.0,223520.0,0.0,0.0
fce9cca6-11e0-45e7-a87b-421e6c554354,0408a2b7-eff1-46bb-93d3-db4364709633,Charged Off,179256.0,Short Term,719.0,1161090.0,10,Home Mortgage,Debt Consolidation,31059.11,15.1,58.0,6.0,0.0,65892.0,78408.0,0.0,0.0
adb0bb6a-1353-4d9a-a20d-78f23649b090,79d33820-58ee-4ac5-be56-44c9ca9dfa61,Fully Paid,440748.0,Long Term,721.0,1427432.0,10,Home Mortgage,Debt Consolidation,20102.95,20.8,61.0,9.0,0.0,199082.0,248930.0,0.0,0.0
7cd9e7a7-a3c9-424c-861c-5279e2597bf6,cd9f75fa-40e3-493d-8955-8bb136e9c866,Fully Paid,225126.0,Short Term,689.0,1049902.0,7,Rent,Debt Consolidation,18259.57,17.6,22.0,5.0,0.0,225036.0,283514.0,0.0,0.0
00d7397a-fdcf-4a44-b8dc-a1d7887faa4c,9894bb1e-5553-4431-a263-ebfe947a0d67,Fully Paid,566786.0,Long Term,702.0,1113552.0,10,Home Mortgage,Debt Consolidation,27282.1,22.8,26.0,13.0,0.0,521132.0,947254.0,0.0,0.0
8246bda8-97c3-4f9c-b568-426cd17e6db6,5db9408d-1986-4a09-89bb-94a800ab378f,Fully Paid,338096.0,Long Term,659.0,1245792.0,3,Rent,major_purchase,394.63,22.4,58.0,5.0,0.0,0.0,0.0,0.0,0.0
f30d4aed-6833-407c-b3ee-d3d17a580963,9daf3795-57f4-4c2c-a622-4ec29b40acda,Fully Paid,381810.0,Long Term,668.0,1202624.0,4,Home Mortgage,Debt Consolidation,10923.86,29.3,14.0,8.0,0.0,254695.0,651046.0,0.0,0.0
e68c6931-f280-4302-b56a-6bfd49525ca8,12f73201-aad1-4d79-ba9b-d98404c26270,Fully Paid,143506.0,Short Term,744.0,572052.0,10,Home Mortgage,Debt Consolidation,4423.96,21.4,76.0,12.0,0.0,74138.0,773366.0,0.0,0.0
340fd98b-47a3-410d-b76d-8d53264c1e26,4d911a6d-7d6e-4e01-b49b-199082e76b8a,Fully Paid,332948.0,Short Term,747.0,1684958.0,6,Home Mortgage,Debt Consolidation,11162.88,26.5,6.0,11.0,0.0,548207.0,809644.0,0.0,0.0
89fd89ac-c6f1-4883-bc73-0a2d3d18c264,3e615843-8650-47e1-ad23-24ebb090ef90,Fully Paid,293810.0,Short Term,709.0,810445.0,10,Home Mortgage,Debt Consolidation,5808.3,17.5,11.0,10.0,0.0,208905.0,331342.0,0.0,0.0
e31b866f-c080-402d-b676-74188e18774b,52c771b7-690a-4d9f-bf8c-ea4fa292bc9b,Fully Paid,266266.0,Short Term,742.0,728213.0,2,Rent,Debt Consolidation,10559.06,21.1,68.0,9.0,0.0,215441.0,321882.0,0.0,0.0
c2f8806c-c9bc-49a0-a987-2a515ba0d722,0d6bf9c0-e8dd-4fa0-a8e9-f7ad8f4b75e5,Fully Paid,368830.0,Short Term,718.0,2342225.0,10,Home Mortgage,Debt Consolidation,17761.96,15.5,8.0,14.0,0.0,450281.0,932712.0,0.0,0.0
b554b91c-dead-4da8-907e-e6a437335dcb,ffa1f379-e7ae-4e6f-8227-8a613141f6c9,Fully Paid,260480.0,Short Term,707.0,1124838.0,3,Home Mortgage,Debt Consolidation,19403.37,14.6,1.0,9.0,0.0,372913.0,431794.0,0.0,0.0
76ac0619-1092-4c92-8095-29734cc78f50,c686f9a3-2845-42fe-b4ed-e8110b7ad78b,Fully Paid,321200.0,Long Term,719.0,1560394.0,10,Home Mortgage,Debt Consolidation,11612.04,22.3,22.0,9.0,0.0,207765.0,390522.0,0.0,0.0
4f9d5166-bd66-4124-97f9-2b12b34ad4ff,b981bcc3-e855-4220-9ef6-3c093abdabb5,Fully Paid,460966.0,Long Term,661.0,1011636.0,3,Rent,Debt Consolidation,12476.92,27.4,22.0,8.0,0.0,265202.0,383834.0,0.0,0.0
5dacbd18-2a2a-44ce-9a98-4e6e03ecb7d7,fb6f81ce-85cd-4cc7-9713-b514f598f999,Charged Off,613668.0,Short Term,747.0,908542.0,0,Rent,Debt Consolidation,9236.85,19.5,47.0,9.0,0.0,2280.0,292204.0,0.0,0.0
c4e73335-97e7-478a-bee1-0d249bc898a7,7fcec71a-72a1-4326-9a6b-8051202cfe0d,Fully Paid,386936.0,Long Term,701.0,1522318.0,10,Home Mortgage,Debt Consolidation,32856.7,18.7,35.0,12.0,1.0,189943.0,382492.0,0.0,0.0
516d1e19-0304-4f95-9b14-a16118e4bbcf,769d275a-8862-4b59-8f1c-5adf206d61e6,Charged Off,182710.0,Long Term,699.0,834062.0,0,Rent,Other,7909.7,15.2,64.0,10.0,0.0,120289.0,210078.0,0.0,0.0
60b755ec-f9f8-4c01-9062-253122488867,5a506a91-b1cd-47c6-81bb-603bb9abb322,Charged Off,299706.0,Short Term,725.0,650579.0,0,Rent,Debt Consolidation,7752.57,13.0,14.0,8.0,0.0,162545.0,355124.0,0.0,0.0
152763d4-c950-4dd7-842b-856d68352eb0,baeadd90-46ec-4768-abd2-6ca7e5aac46e,Fully Paid,268224.0,Short Term,732.0,1389888.0,7,Home Mortgage,Debt Consolidation,26755.42,22.2,25.0,8.0,0.0,198835.0,319770.0,0.0,0.0
d7cfa62e-1013-4365-a107-0bfab7e3d27c,dae49769-2ee7-48dd-a174-de26c028ddf7,Fully Paid,394020.0,Long Term,665.0,1323350.0,5,Rent,Debt Consolidation,16321.19,12.5,21.0,7.0,0.0,157339.0,260634.0,0.0,0.0
6e594f9e-1f51-40a0-937c-83afbd2ae5c9,c3b7b2b4-ac1d-4987-9f6f-90774eb9397f,Charged Off,130130.0,Long Term,732.0,842859.0,2,Rent,Other,8014.2,15.9,21.0,8.0,0.0,0.0,0.0,0.0,0.0
638ad50e-5e3c-48d4-9757-278b28520829,819255e8-df61-4a9f-b7c2-95f5f97557d6,Fully Paid,327624.0,Short Term,720.0,848844.0,3,Home Mortgage,Debt Consolidation,6939.37,15.1,24.0,10.0,0.0,255702.0,473748.0,0.0,0.0
edff21a5-5c28-4f3a-960a-5c2afa2400b5,ba889b46-b8ea-4754-b953-bfcce05f4b1c,Fully Paid,676038.0,Short Term,738.0,1790484.0,3,Home Mortgage,Debt Consolidation,21933.41,16.5,22.0,10.0,0.0,295241.0,934010.0,0.0,0.0
c43fb16f-d1e3-445c-b22c-167b224e269a,fde7aad2-426e-4b8d-99a7-d0d2752d0283,Charged Off,401698.0,Long Term,695.0,963680.0,6,Rent,Debt Consolidation,27223.96,16.5,18.0,10.0,0.0,111910.0,191950.0,0.0,0.0
8e097234-f8ff-4adf-bc61-9a9e2f2d8783,72891f54-cc42-4446-8fb5-3cdfad593e18,Fully Paid,31108.0,Short Term,723.0,940405.0,5,Rent,Medical Bills,19670.13,12.0,46.0,12.0,0.0,383439.0,557744.0,0.0,0.0
de5693f7-37b1-4029-bdb3-76c393a4e17c,3c48c4ab-fcbb-4424-8617-ef793ea43aad,Fully Paid,540870.0,Long Term,727.0,1961883.0,10,Rent,Debt Consolidation,20812.41,18.6,44.0,6.0,0.0,136952.0,901054.0,0.0,0.0
835f6db0-df4b-44d1-9069-1b5d7ad9f902,ec981bd1-dddb-4e42-b6e7-aa8d6d8db760,Fully Paid,433620.0,Long Term,673.0,1685205.0,10,Home Mortgage,Debt Consolidation,11459.47,17.0,3.0,11.0,0.0,170221.0,344586.0,0.0,0.0
76829c5c-1a16-4747-a428-c368b306f821,b304f9cd-25f8-426f-9745-570516824c99,Fully Paid,307208.0,Short Term,730.0,1421295.0,2,Rent,Debt Consolidation,14094.58,11.0,28.0,9.0,0.0,233985.0,335720.0,0.0,0.0
97027225-1615-4002-a7e7-6601538b4494,577c1eaf-1684-4fa2-ae29-aba1e59718f6,Charged Off,131054.0,Short Term,716.0,924293.0,8,Rent,Debt Consolidation,10783.45,13.7,11.0,18.0,0.0,137199.0,301444.0,0.0,0.0
4ff4a738-dded-4877-ae1b-d7ca4a69254e,40d2df4d-10b3-4a17-b606-b6d162bba1b8,Fully Paid,227700.0,Long Term,707.0,686109.0,10,Home Mortgage,Home Improvements,10280.14,24.7,16.0,6.0,0.0,139574.0,336006.0,0.0,0.0
e52da5af-7505-4a75-9b0a-9ac17283ea46,e4ae0518-e27c-4ea0-b3f1-d51df13ee84f,Fully Paid,265034.0,Short Term,712.0,858344.0,10,Home Mortgage,other,12231.25,19.4,12.0,7.0,0.0,185953.0,353540.0,0.0,0.0
f9935de2-e73e-4d00-8e4e-7df48e0d4ba9,2e486c40-0003-49a4-88b6-22e3aefde6a3,Fully Paid,87010.0,Short Term,722.0,1164681.0,3,Home Mortgage,Debt Consolidation,13588.04,13.6,29.0,18.0,0.0,95589.0,117480.0,0.0,0.0
c6305fae-de77-442f-ae52-2e474008e568,2c154e81-e27f-41ff-9314-f7b577b5f06a,Fully Paid,268664.0,Short Term,735.0,1508239.0,0,Rent,Debt Consolidation,18727.16,24.3,9.0,9.0,0.0,233073.0,439538.0,0.0,0.0
413946ca-b927-4fff-a31b-2e6f977938e9,defd359a-a8a4-406f-b23e-ee423e26a33c,Fully Paid,269170.0,Short Term,705.0,1472310.0,3,Rent,Debt Consolidation,13128.05,8.7,25.0,11.0,0.0,140334.0,291720.0,0.0,0.0
d2ffcb09-2bf7-465c-9147-1c8127a22017,0c9f8258-3906-4301-a1da-e539d268e889,Fully Paid,103730.0,Short Term,696.0,2052798.0,9,Rent,other,19843.6,14.8,73.0,15.0,0.0,321442.0,1159510.0,0.0,0.0
90e68421-629a-44f1-9b08-487c5fb0df1b,2d673911-cf20-428a-8ad0-d39a117dcad6,Fully Paid,783706.0,Long Term,676.0,1837129.0,10,Home Mortgage,Debt Consolidation,38885.78,19.4,5.0,9.0,0.0,34751.0,78430.0,0.0,0.0
f427d9e4-6b58-46a6-beec-4dbbd4f1cfa1,d57f2eee-4cdb-47e6-af03-0f669ca80548,Fully Paid,232012.0,Short Term,738.0,944034.0,9,Rent,Debt Consolidation,6938.61,15.0,17.0,9.0,0.0,157092.0,515284.0,0.0,0.0
9e307ceb-55f8-4011-bb1c-06aeea473835,2bde3647-3bd4-40c0-af1c-3b4afb54e991,Charged Off,202180.0,Short Term,722.0,1746081.0,5,Home Mortgage,Home Improvements,37831.85,14.5,42.0,10.0,0.0,135926.0,247060.0,0.0,0.0
a8560bf8-df03-4b4b-8218-6704a3949c8f,8c9033f6-b9d3-4f3e-841d-af6b98a2d76f,Fully Paid,600534.0,Short Term,717.0,1234886.0,10,Home Mortgage,Debt Consolidation,18934.83,19.8,41.0,7.0,0.0,349410.0,809160.0,0.0,0.0
9ba480f7-2cd3-4c01-b71c-d919e5d34a8b,d24d9421-3420-45e6-8663-55daed3c08c9,Charged Off,161260.0,Short Term,723.0,1025221.0,10,Home Mortgage,Debt Consolidation,12131.88,15.3,30.0,8.0,0.0,383971.0,593604.0,0.0,0.0
cc043e7c-88a5-4b80-8c77-f6b18d8525ef,ea306582-6f2f-40b7-895a-0ca95b7cfdee,Fully Paid,76054.0,Short Term,722.0,1163636.0,6,Rent,Other,10569.7,15.0,47.0,10.0,0.0,194541.0,391050.0,0.0,0.0
5f46df55-f2d5-4919-b8ac-c74b003629f0,a5cc667f-b2a0-4ff0-bd12-735671845bad,Charged Off,724680.0,Long Term,687.0,1360780.0,0,Home Mortgage,Debt Consolidation,31411.37,27.9,26.0,14.0,0.0,200032.0,600072.0,0.0,0.0
cfac3716-45d3-4ca2-8af7-3c45f70118f9,db06d45e-a6f0-4f8c-849f-647961a1c548,Fully Paid,67276.0,Short Term,747.0,1539494.0,2,Rent,Other,25786.8,14.7,39.0,16.0,0.0,160037.0,1046870.0,0.0,0.0
9da1328c-2bd8-4c28-b814-2d4fbf7116f3,5d3b8eb5-5357-4f0c-9b1d-99ec8ba6f805,Fully Paid,260480.0,Short Term,724.0,1124838.0,2,Home Mortgage,Debt Consolidation,25402.62,14.6,21.0,6.0,0.0,277875.0,343024.0,0.0,0.0
e565eb9b-7aa9-4870-a134-d5f3e07af264,b7385df0-36fe-4338-ab20-2901d32cd058,Charged Off,323202.0,Short Term,720.0,1023473.0,10,Home Mortgage,Debt Consolidation,25501.61,13.5,24.0,12.0,0.0,308009.0,444136.0,0.0,0.0
5eb77d54-068f-4155-b0aa-78e509322134,48926a61-0b67-4f3b-a811-2b7148d0e706,Fully Paid,557920.0,Short Term,670.0,2071912.0,10,Rent,Debt Consolidation,18129.42,20.0,39.0,8.0,0.0,545357.0,687126.0,0.0,0.0
44fc0819-4def-464e-a83a-3e07c3fabe2b,008fc903-28c4-4da4-8944-3f2fc55132c1,Charged Off,218196.0,Long Term,718.0,1168348.0,2,Rent,Other,11586.01,15.8,34.0,9.0,0.0,77406.0,296802.0,0.0,0.0
a1dc01d9-0f49-4346-891c-cc91ab1a3cfa,cb8ed213-9ec2-4924-9482-1e15932e9a24,Fully Paid,177452.0,Short Term,720.0,459781.0,2,Own Home,Debt Consolidation,5210.94,15.4,33.0,15.0,0.0,129295.0,466400.0,0.0,0.0
a9d7686e-d5ef-49bf-aeed-4227cfb10035,cef26e7d-779c-46ad-a03d-3ec502449210,Charged Off,216370.0,Short Term,721.0,896952.0,3,Rent,Debt Consolidation,11361.43,11.3,37.0,6.0,0.0,8968.0,10824.0,0.0,0.0
61ba0cec-0f32-425b-b7d9-b7f44806d77c,e7efdf5c-ed51-498f-88b4-5b016b734671,Fully Paid,220770.0,Short Term,740.0,733685.0,0,Home Mortgage,Debt Consolidation,18097.31,22.5,18.0,9.0,0.0,280630.0,463518.0,0.0,0.0
7834d8ab-75d9-4cab-81a6-a8484d9cacbb,61bdf86d-2dbc-4c63-a5c3-b840e7ed3ef7,Charged Off,260084.0,Long Term,705.0,563901.0,2,Rent,Debt Consolidation,14426.51,17.0,37.0,9.0,0.0,241832.0,468270.0,0.0,0.0
42a8b923-a148-4e9f-bc41-fdac2c5546f8,edffb66e-f89a-4953-9ee7-a2e1e7e99498,Fully Paid,130262.0,Short Term,718.0,750044.0,10,Own Home,Debt Consolidation,10688.07,15.2,69.0,16.0,0.0,281048.0,506088.0,0.0,0.0
94f37b99-872d-40f9-b9af-a2708a52b90f,82f617d6-2dec-4a13-ad2e-d753210a5050,Fully Paid,367048.0,Long Term,699.0,813732.0,1,Rent,Debt Consolidation,14104.84,15.1,11.0,9.0,0.0,137750.0,386166.0,0.0,0.0
51c5bfad-ccee-4278-973d-10e03366fdcb,8181eb2e-5a96-476a-9291-1c04187065e9,Fully Paid,368346.0,Long Term,627.0,1105097.0,0,Home Mortgage,Debt Consolidation,20444.19,22.1,73.0,17.0,0.0,594054.0,920810.0,0.0,0.0
61621ddd-1c82-4740-a2cb-e6c53523f56a,3975f0b1-557f-472f-9e72-4f654c2ef9de,Fully Paid,64570.0,Short Term,704.0,557631.0,6,Rent,Debt Consolidation,4330.86,15.1,43.0,6.0,0.0,58748.0,88242.0,0.0,0.0
b1d89708-ee93-49b6-b38c-842d8ff7ed2e,65e2bede-9d14-4354-b57d-b6e3f88bb9e6,Fully Paid,179938.0,Short Term,730.0,641041.0,4,Rent,Debt Consolidation,10529.23,16.8,23.0,6.0,0.0,160227.0,251042.0,0.0,0.0
